DATA ,MÊS,ANO,UF,COD IBGE,MUNICIPIO,longitude,latitude,N.animais,ID. GÊNERO,CALLITHRIX,SAPAJUS,CEBUS,ALOUATTA,SAIMIRI,"OUTRO
especificar ",
S/INFORM,DEZEMBRO,2005,AM,130130,CODAJÁS,-62.063430,-3.843046,1,NÃO,,,,,,,
S/INFORM,DEZEMBRO,2002,AM,130356,RIO PRETO DA EVA,-59.704738,-2.693302,1,NÃO,,,,,,,
2017-01-14,JANEIRO,2017,BA,290070,Alagoinhas,-38.422616,-12.134183,5,SIM,5,,,,,,
2017-01-30,JANEIRO,2017,BA,290070,Alagoinhas,-38.422616,-12.134183,3,SIM,3,,,,,,
2017-02-02,FEVEREIRO,2017,BA,290070,Alagoinhas,-38.422616,-12.134183,1,SIM,1,,,,,,
2017-02-03,FEVEREIRO,2017,BA,290070,Alagoinhas,-38.422616,-12.134183,7,SIM,7,,,,,,
2017-03-11,MARÇO,2017,BA,290070,Alagoinhas,-38.422616,-12.134183,2,SIM,2,,,,,,
2017-03-13,MARÇO,2017,BA,290070,Alagoinhas,-38.422616,-12.134183,2,SIM,2,,,,,,
2017-03-14,MARÇO,2017,BA,290070,Alagoinhas,-38.422616,-12.134183,3,SIM,3,,,,,,
2017-02-16,FEVEREIRO,2017,BA,290070,Alagoinhas,-38.422616,-12.134183,1,SIM,1,,,,,,
2017-04-16,ABRIL,2017,BA,290327,Barrocas,-39.078669,-11.529113,1,SIM,1,,,,,,
2017-03-22,MARÇO,2017,BA,290360,Biritinga,-38.812159,-11.620110,1,SIM,1,,,,,,
2017-02-03,FEVEREIRO,2017,BA,290570,Camaçari,-38.325740,-12.698817,2,SIM,2,,,,,,
2017-03-16,MARÇO,2017,BA,290570,Camaçari,-38.325740,-12.698817,6,SIM,6,,,,,,
2017-04-19,ABRIL,2017,BA,290570,Camaçari,-38.325740,-12.698817,1,SIM,1,,,,,,
2017-04-06,ABRIL,2017,BA,290650,Candeias,-38.543596,-12.671923,1,SIM,1,,,,,,
2017-03-15,MARÇO,2017,BA,290750,Catu,-38.376294,-12.355187,1,NÃO,,,,,,,
2017-03-19,MARÇO,2017,BA,290900,Cordeiros,-41.935734,-15.037234,1,SIM,,,,1,,,
2017-03-22,MARÇO,2017,BA,290900,Cordeiros,-41.935734,-15.037234,2,SIM,,,,2,,,
S/INFORM,MARÇO,2000,BA,290910,CORIBE,-44.453036,-13.827842,1,SIM,,1,,,,,
2017-02-20,FEVEREIRO,2017,BA,291060,Esplanada,-37.944981,-11.799409,3,SIM,3,,,,,,
2017-03-21,MARÇO,2017,BA,291060,Esplanada,-37.944981,-11.799409,1,SIM,1,,,,,,
2017-05-18,MAIO,2017,BA,291060,Esplanada,-37.944981,-11.799409,1,SIM,1,,,,,,
2017-04-08,ABRIL,2017,BA,291060,Esplanada,-37.944981,-11.799409,1,SIM,1,,,,,,
2017-03-17,MARÇO,2017,BA,291080,Feira de Santana,-38.960033,-12.229284,1,SIM,1,,,,,,
2017-03-16,MARÇO,2017,BA,291080,Feira de Santana,-38.960033,-12.229284,1,SIM,1,,,,,,
2017-04-16,ABRIL,2017,BA,291080,Feira de Santana,-38.960033,-12.229284,1,SIM,1,,,,,,
2017-04-19,ABRIL,2017,BA,291080,Feira de Santana,-38.960033,-12.229284,1,SIM,1,,,,,,
2017-04-19,ABRIL,2017,BA,291080,Feira de Santana,-38.960033,-12.229284,1,SIM,1,,,,,,
2017-04-19,ABRIL,2017,BA,291080,Feira de Santana,-38.960033,-12.229284,1,SIM,1,,,,,,
2017-03-22,MARÇO,2017,BA,291080,Feira de Santana,-38.960033,-12.229284,1,NÃO,,,,,,,
2017-03-17,MARÇO,2017,BA,291080,Feira de Santana,-38.960033,-12.229284,1,SIM,1,,,,,,
2017-03-16,MARÇO,2017,BA,291080,Feira de Santana,-38.960033,-12.229284,1,SIM,1,,,,,,
2017-03-16,MARÇO,2017,BA,291080,Feira de Santana,-38.960033,-12.229284,1,NÃO,,,,,,,
2017-04-07,ABRIL,2017,BA,291080,Feira de Santana,-38.960033,-12.229284,1,SIM,1,,,,,,
2017-03-22,MARÇO,2017,BA,291330,Ichu,-39.188716,-11.755250,4,SIM,4,,,,,,
2017-03-08,MARÇO,2017,BA,291450,Irará,-38.771651,-12.033704,2,NÃO,,,,,,,
2017-03-13,MARÇO,2017,BA,291450,Irará,-38.771651,-12.033704,1,NÃO,,,,,,,
2017-04-28,ABRIL,2017,BA,291450,Irará,-38.771651,-12.033704,1,NÃO,,,,,,,
2017-05-07,MAIO,2017,BA,291450,Irará,-38.771651,-12.033704,1,SIM,1,,,,,,
2017-03-21,MARÇO,2017,BA,291610,Itaparica,-38.684030,-12.881489,2,SIM,2,,,,,,
2017-03-14,MARÇO,2017,BA,291730,Ituberá,-39.149042,-13.736157,2,SIM,2,,,,,,
S/INFORM,MARÇO,2000,BA,291735,JABORANDI,-44.465970,-13.625934,1,NÃO,,,,,,,
2017-04-04,ABRIL,2017,BA,291920,Lauro de Freitas,-38.323462,-12.896718,1,SIM,1,,,,,,
2017-04-02,ABRIL,2017,BA,292100,Mata de São João,-38.297299,-12.529971,1,NÃO,,,,,,,
2017-04-19,ABRIL,2017,BA,292100,Mata de São João,-38.297299,-12.529971,1,SIM,1,,,,,,
2017-02-21,FEVEREIRO,2017,BA,292300,Nova Viçosa,-39.372012,-17.893392,1,SIM,,1,,,,,
2017-03-15,MARÇO,2017,BA,292330,Ouriçangas,-38.628417,-12.006852,2,SIM,2,,,,,,
2017-02-01,FEVEREIRO,2017,BA,292400,Paulo Afonso,-38.218329,-9.403332,7,SIM,7,,,,,,
2017-03-31,MARÇO,2017,BA,292400,Paulo Afonso,-38.218329,-9.403332,5,SIM,5,,,,,,
2017-04-05,ABRIL,2017,BA,292400,Paulo Afonso,-38.218329,-9.403332,2,SIM,2,,,,,,
2017-04-17,ABRIL,2017,BA,292400,Paulo Afonso,-38.218329,-9.403332,1,SIM,1,,,,,,
2017-04-19,ABRIL,2017,BA,292400,Paulo Afonso,-38.218329,-9.403332,1,SIM,1,,,,,,
2017-03-15,MARÇO,2017,BA,292410,Pedrão,-38.649001,-12.143587,1,SIM,1,,,,,,
2017-03-16,MARÇO,2017,BA,292630,Riachão do Jacuípe,-39.383035,-11.805979,1,NÃO,,,,,,,
2017-04-06,ABRIL,2017,BA,292630,Riachão do Jacuípe,-39.383035,-11.805979,2,SIM,2,,,,,,
2017-05-19,MAIO,2017,BA,292630,Riachão do Jacuípe,-39.383035,-11.805979,1,SIM,1,,,,,,
2017-03-10,MARÇO,2017,BA,292740,Salvador,-38.488061,-13.014772,1,SIM,1,,,,,,
2017-03-14,MARÇO,2017,BA,292740,Salvador,-38.488061,-13.014772,1,SIM,1,,,,,,
2017-03-15,MARÇO,2017,BA,292740,Salvador,-38.488061,-13.014772,1,SIM,1,,,,,,
2017-03-16,MARÇO,2017,BA,292740,Salvador,-38.488061,-13.014772,10,SIM,10,,,,,,
2017-03-24,MARÇO,2017,BA,292740,Salvador,-38.488061,-13.014772,1,SIM,1,,,,,,
2017-03-30,MARÇO,2017,BA,292740,Salvador,-38.488061,-13.014772,1,SIM,1,,,,,,
2017-03-31,MARÇO,2017,BA,292740,Salvador,-38.488061,-13.014772,1,SIM,1,,,,,,
2017-04-01,ABRIL,2017,BA,292740,Salvador,-38.488061,-13.014772,1,SIM,1,,,,,,
2017-04-03,ABRIL,2017,BA,292740,Salvador,-38.488061,-13.014772,1,SIM,1,,,,,,
2017-04-04,ABRIL,2017,BA,292740,Salvador,-38.488061,-13.014772,1,SIM,1,,,,,,
2017-04-05,ABRIL,2017,BA,292740,Salvador,-38.488061,-13.014772,1,SIM,1,,,,,,
2017-04-05,ABRIL,2017,BA,292740,Salvador,-38.488061,-13.014772,1,SIM,1,,,,,,
2017-04-06,ABRIL,2017,BA,292740,Salvador,-38.488061,-13.014772,1,SIM,1,,,,,,
2017-04-06,ABRIL,2017,BA,292740,Salvador,-38.488061,-13.014772,1,SIM,1,,,,,,
2017-04-06,ABRIL,2017,BA,292740,Salvador,-38.488061,-13.014772,1,SIM,1,,,,,,
2017-04-09,ABRIL,2017,BA,292740,Salvador,-38.488061,-13.014772,1,SIM,1,,,,,,
2017-04-09,ABRIL,2017,BA,292740,Salvador,-38.488061,-13.014772,1,SIM,1,,,,,,
2017-04-10,ABRIL,2017,BA,292740,Salvador,-38.488061,-13.014772,1,SIM,1,,,,,,
2017-04-10,ABRIL,2017,BA,292740,Salvador,-38.488061,-13.014772,1,SIM,1,,,,,,
2017-04-10,ABRIL,2017,BA,292740,Salvador,-38.488061,-13.014772,1,SIM,1,,,,,,
2017-04-11,ABRIL,2017,BA,292740,Salvador,-38.488061,-13.014772,1,SIM,1,,,,,,
2017-04-17,ABRIL,2017,BA,292740,Salvador,-38.488061,-13.014772,1,SIM,1,,,,,,
2017-04-17,ABRIL,2017,BA,292740,Salvador,-38.488061,-13.014772,1,SIM,1,,,,,,
2017-04-17,ABRIL,2017,BA,292740,Salvador,-38.488061,-13.014772,1,SIM,1,,,,,,
2017-04-19,ABRIL,2017,BA,292740,Salvador,-38.488061,-13.014772,1,SIM,1,,,,,,
2017-04-21,ABRIL,2017,BA,292740,Salvador,-38.488061,-13.014772,1,SIM,1,,,,,,
2017-04-21,ABRIL,2017,BA,292740,Salvador,-38.488061,-13.014772,1,SIM,1,,,,,,
2017-04-24,ABRIL,2017,BA,292740,Salvador,-38.488061,-13.014772,1,SIM,1,,,,,,
2017-04-24,ABRIL,2017,BA,292740,Salvador,-38.488061,-13.014772,1,SIM,1,,,,,,
2017-04-26,ABRIL,2017,BA,292740,Salvador,-38.488061,-13.014772,1,SIM,1,,,,,,
2017-03-13,MARÇO,2017,BA,292840,Santa Rita de Cássia,-44.519050,-11.008045,3,SIM,,3,,,,,
2017-03-10,MARÇO,2017,BA,292910,São Felipe,-39.084015,-12.845078,1,SIM,1,,,,,,
2017-03-30,MARÇO,2017,BA,292910,São Felipe,-39.084015,-12.845078,1,NÃO,,,,,,,
2017-03-31,MARÇO,2017,BA,292910,São Felipe,-39.084015,-12.845078,1,NÃO,,,,,,,
2017-04-05,ABRIL,2017,BA,292910,São Felipe,-39.084015,-12.845078,1,NÃO,,,,,,,
2017-04-19,ABRIL,2017,BA,292920,São Francisco do Conde,-38.675798,-12.629983,1,SIM,1,,,,,,
2017-03-10,MARÇO,2017,BA,292930,São Gonçalo dos Campos,-38.949772,-12.430310,1,SIM,1,,,,,,
2017-03-14,MARÇO,2017,BA,292930,São Gonçalo dos Campos,-38.949772,-12.430310,1,NÃO,,,,,,,
2017-03-20,MARÇO,2017,BA,292930,São Gonçalo dos Campos,-38.949772,-12.430310,1,SIM,1,,,,,,
2017-04-07,ABRIL,2017,BA,292930,São Gonçalo dos Campos,-38.949772,-12.430310,1,SIM,1,,,,,,
2017-03-12,MARÇO,2017,BA,292940,São Miguel das Matas,-39.455780,-13.051733,1,SIM,1,,,,,,
2017-03-16,MARÇO,2017,BA,292980,Saúde,-40.418551,-10.941105,3,SIM,3,,,,,,
2017-03-27,MARÇO,2017,BA,293320,Vera Cruz,-38.619160,-12.935733,1,SIM,1,,,,,,
2017-03-22,MARÇO,2017,BA,293320,Vera Cruz,-38.619160,-12.935733,1,SIM,1,,,,,,
2007-12-27,DEZEMBRO,2007,DF,530010,BRASÍLIA,-47.887905,-15.794087,4,SIM,4,,,,,,
2007-12-29,DEZEMBRO,2007,DF,530010,BRASÍLIA,-47.887905,-15.794087,2,SIM,2,,,,,,
2007-12-29,DEZEMBRO,2007,DF,530010,BRASÍLIA,-47.887905,-15.794087,2,SIM,,,,2,,,
2007-12-01,DEZEMBRO,2007,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,,,,1,,,
2007-12-31,DEZEMBRO,2007,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2007-12-01,DEZEMBRO,2007,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,,,,1,,,
2008-01-03,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-01-03,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,5,SIM,,,,5,,,
2008-01-04,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,3,SIM,3,,,,,,
2008-01-05,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-01-06,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-01-07,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-01-07,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-01-08,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,,,,1,,,
2008-01-08,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,,,,1,,,
2008-01-08,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,2,SIM,,,,2,,,
2008-01-09,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-01-09,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,2,SIM,2,,,,,,
2008-01-09,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-01-10,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,2,SIM,2,,,,,,
2008-01-10,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-01-10,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,2,SIM,2,,,,,,
2008-01-11,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-01-15,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-01-15,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,,,,1,,,
2008-01-16,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,2,SIM,2,,,,,,
2008-01-17,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,,,,1,,,
2008-01-19,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-01-24,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,,,,1,,,
2008-01-22,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-01-25,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-01-26,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,2,SIM,2,,,,,,
2008-01-28,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-01-31,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-02-06,FEVEREIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-02-06,FEVEREIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,,1,,,,,
2008-02-08,FEVEREIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-02-10,FEVEREIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-02-11,FEVEREIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-02-13,FEVEREIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,,,,1,,,
2008-02-15,FEVEREIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-02-19,FEVEREIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,2,SIM,2,,,,,,
2008-02-25,FEVEREIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-02-27,FEVEREIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-03-02,MARÇO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-03-05,MARÇO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-03-15,MARÇO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-03-17,MARÇO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,5,SIM,5,,,,,,
2008-04-02,ABRIL,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-04-16,ABRIL,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,3,SIM,3,,,,,,
2008-04-16,ABRIL,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-05-14,MAIO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-05-29,MAIO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-06-03,JUNHO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,4,SIM,4,,,,,,
2008-06-19,JUNHO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-06-19,JUNHO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,7,SIM,7,,,,,,
2008-07-02,JULHO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-07-25,JULHO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-09-04,SETEMBRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,6,SIM,6,,,,,,
2008-10-24,OUTUBRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-10-30,OUTUBRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-11-12,NOVEMBRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-11-20,NOVEMBRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,4,SIM,4,,,,,,
2008-01-07,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,,,,1,,,
2008-01-07,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2008-01-22,JANEIRO,2008,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2015-06-25,JUNHO,2015,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2015-07-10,JULHO,2015,DF,530010,BRASÍLIA,-47.887905,-15.794087,8,SIM,8,,,,,,
2015-10-06,OUTUBRO,2015,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,,1,,,,,
2015-10-09,OUTUBRO,2015,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2015-10-09,OUTUBRO,2015,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2016-01-18,JANEIRO,2016,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2016-02-06,FEVEREIRO,2016,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2016-05-09,MAIO,2016,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,,,,1,,,
2016-09-01,SETEMBRO,2016,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,NÃO,,,,,,,
2016-12-02,DEZEMBRO,2016,DF,530010,Brasília,-47.887905,-15.794087,1,SIM,1,,,,,,
2016-12-06,DEZEMBRO,2016,DF,530010,Brasília,-47.887905,-15.794087,1,SIM,1,,,,,,
2016-12-09,DEZEMBRO,2016,DF,530010,Brasília,-47.887905,-15.794087,1,SIM,1,,,,,,
2017-02-08,FEVEREIRO,2017,DF,530010,Brasília,-47.887905,-15.794087,1,SIM,1,,,,,,
2017-02-22,FEVEREIRO,2017,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2017-05-01,MAIO,2017,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2017-05-06,MAIO,2017,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2017-05-14,MAIO,2017,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2017-05-15,MAIO,2017,DF,530010,BRASÍLIA,-47.887905,-15.794087,2,SIM,2,,,,,,
2017-05-17,MAIO,2017,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2017-05-20,MAIO,2017,DF,530010,BRASÍLIA,-47.887905,-15.794087,1,SIM,1,,,,,,
2017-01-15,JANEIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,1,NÃO,,,,,,,
2017-01-17,JANEIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,1,NÃO,,,,,,,
2017-01-18,JANEIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,1,NÃO,,,,,,,
2017-01-18,JANEIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,1,NÃO,,,,,,,
2017-01-18,JANEIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,1,NÃO,,,,,,,
2017-01-18,JANEIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,8,NÃO,,,,,,,
2017-01-19,JANEIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,3,NÃO,,,,,,,
2017-01-19,JANEIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,1,NÃO,,,,,,,
2017-01-19,JANEIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,4,NÃO,,,,,,,
2017-01-20,JANEIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,2,SIM,2,,,,,,
2017-01-23,JANEIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,4,NÃO,,,,,,,
2017-01-23,JANEIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,5,NÃO,,,,,,,
2017-01-23,JANEIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,1,NÃO,,,,,,,
2017-01-23,JANEIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,1,NÃO,,,,,,,
2017-01-23,JANEIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,15,NÃO,,,,,,,
2017-01-24,JANEIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,1,NÃO,,,,,,,
2017-01-24,JANEIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,4,NÃO,,,,,,,
2017-01-24,JANEIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,2,NÃO,,,,,,,
2017-01-24,JANEIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,2,NÃO,,,,,,,
2017-01-24,JANEIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,4,NÃO,,,,,,,
2017-01-24,JANEIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,6,NÃO,,,,,,,
2017-01-24,JANEIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,4,NÃO,,,,,,,
2017-01-24,JANEIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,2,NÃO,,,,,,,
2017-01-27,JANEIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,1,NÃO,,,,,,,
2017-01-27,JANEIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,1,NÃO,,,,,,,
2017-01-27,JANEIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,2,SIM,,,,2,,,
2017-01-30,JANEIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,3,NÃO,,,,,,,
2017-01-30,JANEIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,1,NÃO,,,,,,,
2017-01-30,JANEIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,3,NÃO,,,,,,,
2017-02-01,FEVEREIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,1,NÃO,,,,,,,
2017-02-01,FEVEREIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,1,NÃO,,,,,,,
2017-02-01,FEVEREIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,2,NÃO,,,,,,,
2017-02-01,FEVEREIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,1,NÃO,,,,,,,
2017-02-01,FEVEREIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,1,NÃO,,,,,,,
2017-02-01,FEVEREIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,1,NÃO,,,,,,,
2017-02-02,FEVEREIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,2,NÃO,,,,,,,
2017-02-02,FEVEREIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,2,NÃO,,,,,,,
2017-02-02,FEVEREIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,1,NÃO,,,,,,,
2017-02-13,FEVEREIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,1,NÃO,,,,,,,
2017-02-13,FEVEREIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,1,NÃO,,,,,,,
2017-02-24,FEVEREIRO,2017,ES,320010,Afonso Cláudio,-41.125460,-20.077040,3,NÃO,,,,,,,
2017-01-19,JANEIRO,2017,ES,320035,Alto Rio Novo,-41.018684,-19.057500,2,NÃO,,,,,,,
2017-03-03,MARÇO,2017,ES,320060,Aracruz,-40.276223,-19.823278,1,SIM,1,,,,,,
2017-03-26,MARÇO,2017,ES,320060,Aracruz,-40.276223,-19.823278,1,SIM,,,,1,,,
2017-01-02,JANEIRO,2017,ES,320080,Baixo Guandu,-41.012068,-19.514246,1,NÃO,,,,,,,
2017-01-06,JANEIRO,2017,ES,320080,BAIXO GUANDU,-41.012068,-19.514246,2,NÃO,,,,,,,
2017-01-03,JANEIRO,2017,ES,320080,BAIXO GUANDU,-41.012068,-19.514246,2,NÃO,,,,,,,
2016-12-29,DEZEMBRO,2016,ES,320080,BAIXO GUANDU,-41.012068,-19.514246,4,NÃO,,,,,,,
2016-12-29,DEZEMBRO,2016,ES,320080,BAIXO GUANDU,-41.012068,-19.514246,1,NÃO,,,,,,,
2017-01-07,JANEIRO,2017,ES,320080,BAIXO GUANDU,-41.012068,-19.514246,3,NÃO,,,,,,,
2017-01-19,JANEIRO,2017,ES,320080,BAIXO GUANDU,-41.012068,-19.514246,2,NÃO,,,,,,,
2017-01-16,JANEIRO,2017,ES,320080,BAIXO GUANDU,-41.012068,-19.514246,2,NÃO,,,,,,,
2017-01-02,JANEIRO,2017,ES,320080,BAIXO GUANDU,-41.012068,-19.514246,1,NÃO,,,,,,,
2017-01-17,JANEIRO,2017,ES,320080,BAIXO GUANDU,-41.012068,-19.514246,2,NÃO,,,,,,,
2017-01-19,JANEIRO,2017,ES,320080,BAIXO GUANDU,-41.012068,-19.514246,2,NÃO,,,,,,,
