DATA ,MÊS,ANO,UF,COD IBGE,MUNICIPIO,longitude,latitude,N.animais,ID. GÊNERO,CALLITHRIX,SAPAJUS,CEBUS,ALOUATTA,SAIMIRI,"OUTRO
especificar ",
2017-02-21,FEVEREIRO,2017,ES,320455,Santa Maria de Jetibá,-40.741618,-20.028814,1,SIM,,,,1,,,
2017-02-22,FEVEREIRO,2017,ES,320455,Santa Maria de Jetibá,-40.741618,-20.028814,1,SIM,,,,1,,,
2017-02-22,FEVEREIRO,2017,ES,320455,Santa Maria de Jetibá,-40.741618,-20.028814,1,SIM,,,,1,,,
2017-02-22,FEVEREIRO,2017,ES,320455,Santa Maria de Jetibá,-40.741618,-20.028814,1,SIM,,,,1,,,
2017-02-23,FEVEREIRO,2017,ES,320455,Santa Maria de Jetibá,-40.741618,-20.028814,1,SIM,,,,1,,,
2017-02-23,FEVEREIRO,2017,ES,320455,Santa Maria de Jetibá,-40.741618,-20.028814,1,SIM,,,,1,,,
2017-02-24,FEVEREIRO,2017,ES,320455,Santa Maria de Jetibá,-40.741618,-20.028814,2,SIM,,,,2,,,
2017-02-24,FEVEREIRO,2017,ES,320455,Santa Maria de Jetibá,-40.741618,-20.028814,1,SIM,,,,1,,,
2017-03-07,MARÇO,2017,ES,320455,Santa Maria de Jetibá,-40.741618,-20.028814,1,SIM,,,,1,,,
2017-03-08,MARÇO,2017,ES,320455,Santa Maria de Jetibá,-40.741618,-20.028814,1,SIM,,,,1,,,
2017-03-08,MARÇO,2017,ES,320455,Santa Maria de Jetibá,-40.741618,-20.028814,1,SIM,,,,1,,,
2017-03-09,MARÇO,2017,ES,320455,Santa Maria de Jetibá,-40.741618,-20.028814,1,SIM,,,,1,,,
2017-03-09,MARÇO,2017,ES,320455,Santa Maria de Jetibá,-40.741618,-20.028814,1,SIM,,,,1,,,
2017-03-09,MARÇO,2017,ES,320455,Santa Maria de Jetibá,-40.741618,-20.028814,1,SIM,,,,1,,,
2017-03-09,MARÇO,2017,ES,320455,Santa Maria de Jetibá,-40.741618,-20.028814,2,SIM,,,,2,,,
2017-03-14,MARÇO,2017,ES,320455,Santa Maria de Jetibá,-40.741618,-20.028814,2,SIM,,,,2,,,
2017-03-17,MARÇO,2017,ES,320455,Santa Maria de Jetibá,-40.741618,-20.028814,1,SIM,,,,1,,,
2017-03-20,MARÇO,2017,ES,320455,Santa Maria de Jetibá,-40.741618,-20.028814,1,SIM,,,,1,,,
2017-04-03,ABRIL,2017,ES,320455,Santa Maria de Jetibá,-40.741618,-20.028814,2,SIM,,,,2,,,
2017-01-12,JANEIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,NÃO,,,,,,,
2017-01-19,JANEIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,NÃO,,,,,,,
2017-01-20,JANEIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,NÃO,,,,,,,
2017-01-20,JANEIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,NÃO,,,,,,,
2017-01-20,JANEIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,NÃO,,,,,,,
2017-01-21,JANEIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,SIM,,,,1,,,
2017-01-23,JANEIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,SIM,,,,1,,,
2017-01-23,JANEIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,SIM,,,,1,,,
2017-01-24,JANEIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,NÃO,,,,,,,
2017-01-24,JANEIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,NÃO,,,,,,,
2017-01-26,JANEIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,SIM,,,,1,,,
2017-01-26,JANEIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,2,NÃO,,,,,,,
2017-01-26,JANEIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,NÃO,,,,,,,
2017-01-27,JANEIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,NÃO,,,,,,,
2017-01-27,JANEIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,SIM,,,,1,,,
2017-01-27,JANEIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,SIM,,,,1,,,
2017-01-27,JANEIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,NÃO,,,,,,,
2017-01-28,JANEIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,NÃO,,,,,,,
2017-01-30,JANEIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,NÃO,,,,,,,
2017-01-30,JANEIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,NÃO,,,,,,,
2017-01-30,JANEIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,NÃO,,,,,,,
2017-01-30,JANEIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,NÃO,,,,,,,
2017-01-30,JANEIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,SIM,,,,1,,,
2017-01-31,JANEIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,2,SIM,,,,2,,,
2017-01-31,JANEIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,NÃO,,,,,,,
2017-01-31,JANEIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,SIM,,,,1,,,
2017-02-01,FEVEREIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,2,SIM,,,,2,,,
2017-02-02,FEVEREIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,NÃO,,,,,,,
2017-02-02,FEVEREIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,3,NÃO,,,,,,,
2017-02-02,FEVEREIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,SIM,,,,1,,,
2017-02-02,FEVEREIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,NÃO,,,,,,,
2017-02-02,FEVEREIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,2,SIM,,,,2,,,
2017-02-02,FEVEREIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,2,SIM,,,,2,,,
2017-02-03,FEVEREIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,3,NÃO,,,,,,,
2017-02-03,FEVEREIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,NÃO,,,,,,,
2017-02-06,FEVEREIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,NÃO,,,,,,,
2017-02-07,FEVEREIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,2,SIM,,,,2,,,
2017-02-08,FEVEREIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,SIM,,,,1,,,
2017-02-09,FEVEREIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,SIM,,,,1,,,
2017-02-14,FEVEREIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,NÃO,,,,,,,
2017-02-16,FEVEREIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,NÃO,,,,,,,
2017-02-16,FEVEREIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,SIM,,,,1,,,
2017-02-16,FEVEREIRO,2017,ES,320460,Santa Teresa,-40.598998,-19.937714,1,SIM,,,,1,,,
2017-03-31,MARÇO,2017,ES,320490,São Mateus,-39.858201,-18.718447,2,SIM,2,,,,,,
2017-01-16,JANEIRO,2017,ES,320495,São Roque do Canaã,-40.643139,-19.725307,2,NÃO,,,,,,,
2017-01-23,JANEIRO,2017,ES,320500,Serra,-40.275217,-20.156770,1,SIM,1,,,,,,
2017-01-23,JANEIRO,2017,ES,320500,Serra,-40.275217,-20.156770,1,SIM,1,,,,,,
2017-02-03,FEVEREIRO,2017,ES,320500,Serra,-40.275217,-20.156770,1,SIM,1,,,,,,
2017-02-13,FEVEREIRO,2017,ES,320500,Serra,-40.275217,-20.156770,1,SIM,1,,,,,,
2017-02-21,FEVEREIRO,2017,ES,320500,Serra,-40.275217,-20.156770,1,SIM,1,,,,,,
2017-02-23,FEVEREIRO,2017,ES,320500,Serra,-40.275217,-20.156770,1,SIM,1,,,,,,
2017-02-23,FEVEREIRO,2017,ES,320500,Serra,-40.275217,-20.156770,1,SIM,1,,,,,,
2017-02-25,FEVEREIRO,2017,ES,320500,Serra,-40.275217,-20.156770,1,NÃO,,,,,,,
2017-02-27,FEVEREIRO,2017,ES,320500,Serra,-40.275217,-20.156770,1,NÃO,,,,,,,
2017-03-01,MARÇO,2017,ES,320500,Serra,-40.275217,-20.156770,1,NÃO,,,,,,,
2017-03-01,MARÇO,2017,ES,320500,Serra,-40.275217,-20.156770,1,NÃO,,,,,,,
2017-03-01,MARÇO,2017,ES,320500,Serra,-40.275217,-20.156770,1,NÃO,,,,,,,
2017-03-02,MARÇO,2017,ES,320500,Serra,-40.275217,-20.156770,1,SIM,1,,,,,,
2017-03-06,MARÇO,2017,ES,320500,Serra,-40.275217,-20.156770,1,SIM,1,,,,,,
2017-03-13,MARÇO,2017,ES,320500,Serra,-40.275217,-20.156770,2,SIM,2,,,,,,
2017-03-15,MARÇO,2017,ES,320500,Serra,-40.275217,-20.156770,1,SIM,1,,,,,,
2017-03-15,MARÇO,2017,ES,320500,Serra,-40.275217,-20.156770,1,SIM,1,,,,,,
2017-03-19,MARÇO,2017,ES,320500,Serra,-40.275217,-20.156770,1,SIM,,,,1,,,
2017-03-27,MARÇO,2017,ES,320500,Serra,-40.275217,-20.156770,1,SIM,1,,,,,,
2017-04-02,ABRIL,2017,ES,320500,Serra,-40.275217,-20.156770,1,SIM,1,,,,,,
2017-04-07,ABRIL,2017,ES,320500,Serra,-40.275217,-20.156770,1,SIM,1,,,,,,
2017-04-09,ABRIL,2017,ES,320500,Serra,-40.275217,-20.156770,1,SIM,1,,,,,,
2017-01-25,JANEIRO,2017,ES,320503,VARGEM ALTA,-41.007148,-20.671678,1,NÃO,,,,,,,
2017-01-25,JANEIRO,2017,ES,320503,VARGEM ALTA,-41.007148,-20.671678,2,NÃO,,,,,,,
2017-01-27,JANEIRO,2017,ES,320503,VARGEM ALTA,-41.007148,-20.671678,1,NÃO,,,,,,,
2017-02-01,FEVEREIRO,2017,ES,320503,Vargem Alta,-41.007148,-20.671678,1,NÃO,,,,,,,
2017-02-07,FEVEREIRO,2017,ES,320503,Vargem Alta,-41.007148,-20.671678,1,NÃO,,,,,,,
2017-02-20,FEVEREIRO,2017,ES,320503,Vargem Alta,-41.007148,-20.671678,1,NÃO,,,,,,,
2017-04-03,ABRIL,2017,ES,320503,Vargem Alta,-41.007148,-20.671678,1,NÃO,,,,,,,
2017-02-22,FEVEREIRO,2017,ES,320503,Vargem Alta,-41.007148,-20.671678,1,NÃO,,,,,,,
2017-01-23,JANEIRO,2017,ES,320503,Vargem Alta,-41.007148,-20.671678,1,NÃO,,,,,,,
2017-01-16,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,4,SIM,,,,4,,,
2017-01-16,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,2,SIM,,,,2,,,
2017-01-17,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,NÃO,,,,,,,
2017-01-18,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,NÃO,,,,,,,
2017-01-18,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,SIM,,,,1,,,
2017-01-18,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,SIM,,,,1,,,
2017-01-18,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,7,SIM,,,,7,,,
2017-01-19,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,4,NÃO,,,,,,,
2017-01-19,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,SIM,,,,1,,,
2017-01-19,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,SIM,,,,1,,,
2017-01-20,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,NÃO,,,,,,,
2017-01-20,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,SIM,,,,1,,,
2017-01-20,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,SIM,,,,1,,,
2017-01-20,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,SIM,,,,1,,,
2017-01-21,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,SIM,,,1,,,,
2017-01-21,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,3,SIM,,,,3,,,
2017-01-22,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,SIM,,,,1,,,
2017-01-22,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,SIM,,,,1,,,
2017-01-22,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,SIM,,,,1,,,
2017-01-22,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,SIM,,,,1,,,
2017-01-22,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,SIM,,,,1,,,
2017-01-23,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,SIM,,,,1,,,
2017-01-23,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,SIM,,,,1,,,
2017-01-23,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,SIM,,,1,,,,
2017-01-23,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,SIM,,,,1,,,
2017-01-24,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,SIM,,,1,,,,
2017-01-24,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,SIM,,,,1,,,
2017-01-24,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,SIM,,,,1,,,
2017-01-24,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,SIM,,,,1,,,
2017-01-24,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,3,SIM,,,,3,,,
2017-01-30,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,SIM,,,1,,,,
2017-01-31,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,SIM,,,,1,,,
2017-01-31,JANEIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,SIM,,,1,,,,
2017-02-01,FEVEREIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,SIM,,,1,,,,
2017-02-03,FEVEREIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,SIM,,,1,,,,
2017-02-06,FEVEREIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,SIM,,,1,,,,
2017-02-14,FEVEREIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,2,SIM,,,2,,,,
2017-02-14,FEVEREIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,SIM,,,,1,,,
2017-02-15,FEVEREIRO,2017,ES,320506,Venda Nova do Imigrante,-41.129053,-20.331518,1,SIM,,,1,,,,
2017-01-24,JANEIRO,2017,ES,320510,Viana,-40.495624,-20.390863,1,NÃO,,,,,,,
2017-01-24,JANEIRO,2017,ES,320510,Viana,-40.495624,-20.390863,1,NÃO,,,,,,,
2017-01-30,JANEIRO,2017,ES,320510,Viana,-40.495624,-20.390863,1,NÃO,,,,,,,
2017-02-22,FEVEREIRO,2017,ES,320510,Viana,-40.495624,-20.390863,2,NÃO,,,,,,,
2017-01-30,JANEIRO,2017,ES,320510,Viana,-40.495624,-20.390863,1,NÃO,,,,,,,
2017-02-01,FEVEREIRO,2017,ES,320510,Viana,-40.495624,-20.390863,1,NÃO,,,,,,,
2017-02-01,FEVEREIRO,2017,ES,320510,Viana,-40.495624,-20.390863,1,NÃO,,,,,,,
2017-02-13,FEVEREIRO,2017,ES,320510,Viana,-40.495624,-20.390863,2,SIM,,,,2,,,
2017-02-14,FEVEREIRO,2017,ES,320510,Viana,-40.495624,-20.390863,1,SIM,,,,1,,,
2017-02-13,FEVEREIRO,2017,ES,320510,Viana,-40.495624,-20.390863,1,NÃO,,,,,,,
2017-02-13,FEVEREIRO,2017,ES,320510,Viana,-40.495624,-20.390863,1,NÃO,,,,,,,
2017-03-06,MARÇO,2017,ES,320510,Viana,-40.495624,-20.390863,1,NÃO,,,,,,,
2017-02-24,FEVEREIRO,2017,ES,320510,Viana,-40.495624,-20.390863,1,SIM,1,,,,,,
2017-03-16,MARÇO,2017,ES,320510,Viana,-40.495624,-20.390863,1,NÃO,,,,,,,
2017-03-08,MARÇO,2017,ES,320510,Viana,-40.495624,-20.390863,1,NÃO,,,,,,,
2017-03-06,MARÇO,2017,ES,320510,Viana,-40.495624,-20.390863,1,SIM,1,,,,,,
2017-03-03,MARÇO,2017,ES,320520,Vila Velha,-40.293957,-20.338374,1,NÃO,,,,,,,
2017-03-06,MARÇO,2017,ES,320520,Vila Velha,-40.293957,-20.338374,1,NÃO,,,,,,,
2017-03-09,MARÇO,2017,ES,320520,Vila Velha,-40.293957,-20.338374,1,NÃO,,,,,,,
2017-04-07,ABRIL,2017,ES,320520,Vila Velha,-40.293957,-20.338374,1,NÃO,,,,,,,
2017-01-17,JANEIRO,2017,ES,320530,Vitória,-40.322209,-20.320154,1,NÃO,,,,,,,
2017-01-17,JANEIRO,2017,ES,320530,Vitória,-40.322209,-20.320154,1,NÃO,,,,,,,
2017-01-25,JANEIRO,2017,ES,320530,Vitória,-40.322209,-20.320154,1,NÃO,,,,,,,
2017-01-27,JANEIRO,2017,ES,320530,Vitória,-40.322209,-20.320154,1,NÃO,,,,,,,
2017-01-28,JANEIRO,2017,ES,320530,Vitória,-40.322209,-20.320154,1,NÃO,,,,,,,
2017-01-30,JANEIRO,2017,ES,320530,Vitória,-40.322209,-20.320154,1,NÃO,,,,,,,
2017-02-13,FEVEREIRO,2017,ES,320530,Vitória,-40.322209,-20.320154,1,NÃO,,,,,,,
2017-02-14,FEVEREIRO,2017,ES,320530,Vitória,-40.322209,-20.320154,1,NÃO,,,,,,,
2017-02-22,FEVEREIRO,2017,ES,320530,Vitória,-40.322209,-20.320154,1,NÃO,,,,,,,
2017-03-06,MARÇO,2017,ES,320530,Vitória,-40.322209,-20.320154,1,NÃO,,,,,,,
1999-12-01,DEZEMBRO,1999,GO,520060,ALTO PARAÍSO DE GOIÁS,-47.519093,-14.136245,1,NÃO,,,,,,,
S/INFORM,JANEIRO,2000,GO,520060,ALTO PARAÍSO DE GOIÁS,-47.519093,-14.136245,1,NÃO,,,,,,,
2016-10-04,OUTUBRO,2016,GO,520060,ALTO PARAÍSO DE GOIÁS,-47.519093,-14.136245,1,SIM,1,,,,,,
2007-10-22,OUTUBRO,2007,GO,520140,APARECIDA DE GOIÂNIA,-49.243326,-16.822147,12,SIM,,,,12,,,
2007-10-01,OUTUBRO,2007,GO,520140,APARECIDA DE GOIÂNIA,-49.243326,-16.822147,1,SIM,,,,1,,,
2007-12-01,DEZEMBRO,2007,GO,520140,APARECIDA DE GOIÂNIA,-49.243326,-16.822147,1,SIM,,,,1,,,
2007-12-01,DEZEMBRO,2007,GO,520140,APARECIDA DE GOIÂNIA,-49.243326,-16.822147,1,SIM,,,,1,,,
2007-12-01,DEZEMBRO,2007,GO,520140,APARECIDA DE GOIÂNIA,-49.243326,-16.822147,1,SIM,1,,,,,,
2008-10-08,OUTUBRO,2008,GO,520140,APARECIDA DE GOIÂNIA,-49.243326,-16.822147,1,SIM,,,,1,,,
2008-01-01,JANEIRO,2008,GO,520140,APARECIDA DE GOIÂNIA,-49.243326,-16.822147,2,SIM,,,,2,,,
2008-01-01,JANEIRO,2008,GO,520140,APARECIDA DE GOIÂNIA,-49.243326,-16.822147,1,SIM,,,,1,,,
2008-06-01,JUNHO,2008,GO,520140,APARECIDA DE GOIÂNIA,-49.243326,-16.822147,1,SIM,,,,1,,,
2007-12-10,DEZEMBRO,2007,GO,520140,APARECIDA DE GOIÂNIA,-49.243326,-16.822147,1,SIM,,1,,,,,
2008-10-20,OUTUBRO,2008,GO,520140,APARECIDA DE GOIÂNIA,-49.243326,-16.822147,4,SIM,,4,,,,,
2016-04-28,ABRIL,2016,GO,520140,APARECIDA DE GOIÂNIA,-49.243326,-16.822147,1,SIM,,,,1,,,
2017-02-11,FEVEREIRO,2017,GO,520340,BOM JARDIM DE GOIÁS,-52.175368,-16.200685,1,NÃO,,,,,,,
2008-01-01,JANEIRO,2008,GO,520450,CALDAS NOVAS,-48.621197,-17.743539,1,NÃO,,,,,,,
2008-01-01,JANEIRO,2008,GO,520450,CALDAS NOVAS,-48.621197,-17.743539,1,NÃO,,,,,,,
2008-01-01,JANEIRO,2008,GO,520510,CATALÃO,-47.947703,-18.169573,2,SIM,,,,2,,,
2008-01-01,JANEIRO,2008,GO,520510,CATALÃO,-47.947703,-18.169573,1,NÃO,,,,,,,
2008-01-01,JANEIRO,2008,GO,520510,CATALÃO,-47.947703,-18.169573,1,NÃO,,,,,,,
2008-01-01,JANEIRO,2008,GO,520510,CATALÃO,-47.947703,-18.169573,1,SIM,,,,1,,,
2008-01-01,JANEIRO,2008,GO,520510,CATALÃO,-47.947703,-18.169573,1,SIM,1,,,,,,
1999-12-01,DEZEMBRO,1999,GO,520552,COLINAS DO SUL,-48.076843,-14.150185,1,NÃO,,,,,,,
S/INFORM,JANEIRO,2000,GO,520590,CORUMBAÍBA,-48.556102,-18.136906,1,NÃO,,,,,,,
S/INFORM,JANEIRO,2000,GO,520725,DOVERLÂNDIA,-52.313980,-16.721037,1,NÃO,,,,,,,
S/INFORM,FEVEREIRO,2000,GO,520790,FLORES DE GOIÁS,-47.045083,-14.450174,1,NÃO,,,,,,,
2017-03-02,MARÇO,2017,GO,520860,GOIANÉSIA,-49.115810,-15.322289,1,NÃO,,,,,,,
2007-10-05,OUTUBRO,2007,GO,520870,GOIÂNIA,-49.255814,-16.673310,3,SIM,,,,3,,,
2007-11-09,NOVEMBRO,2007,GO,520870,GOIÂNIA,-49.255814,-16.673310,4,SIM,,,,4,,,
2007-11-17,NOVEMBRO,2007,GO,520870,GOIÂNIA,-49.255814,-16.673310,3,SIM,,,,3,,,
2008-11-24,NOVEMBRO,2008,GO,520870,GOIÂNIA,-49.255814,-16.673310,1,SIM,,,,1,,,
2008-12-17,DEZEMBRO,2008,GO,520870,GOIÂNIA,-49.255814,-16.673310,1,SIM,,,,1,,,
2008-12-18,DEZEMBRO,2008,GO,520870,GOIÂNIA,-49.255814,-16.673310,1,SIM,,,,1,,,
2008-12-19,DEZEMBRO,2008,GO,520870,GOIÂNIA,-49.255814,-16.673310,1,SIM,,,,1,,,
2008-12-19,DEZEMBRO,2008,GO,520870,GOIÂNIA,-49.255814,-16.673310,1,SIM,,,,1,,,
2007-12-19,DEZEMBRO,2007,GO,520870,GOIÂNIA,-49.255814,-16.673310,1,SIM,,,,1,,,
2007-12-01,DEZEMBRO,2007,GO,520870,GOIÂNIA,-49.255814,-16.673310,2,SIM,,,,2,,,
2007-12-01,DEZEMBRO,2007,GO,520870,GOIÂNIA,-49.255814,-16.673310,1,SIM,1,,,,,,
2008-01-01,JANEIRO,2008,GO,520870,GOIÂNIA,-49.255814,-16.673310,1,SIM,1,,,,,,
2015-09-22,SETEMBRO,2015,GO,520870,GOIÂNIA,-49.255814,-16.673310,1,SIM,,,,1,,,
2015-10-19,OUTUBRO,2015,GO,520870,GOIÂNIA,-49.255814,-16.673310,1,SIM,,,,1,,,
2015-12-16,DEZEMBRO,2015,GO,520870,GOIÂNIA,-49.255814,-16.673310,1,SIM,1,,,,,,
2015-12-16,DEZEMBRO,2015,GO,520870,GOIÂNIA,-49.255814,-16.673310,1,SIM,,,,1,,,
2016-04-28,ABRIL,2016,GO,520870,GOIÂNIA,-49.255814,-16.673310,1,SIM,,,,1,,,
2016-09-28,SETEMBRO,2016,GO,520870,GOIÂNIA,-49.255814,-16.673310,1,SIM,,1,,,,,
2016-10-03,OUTUBRO,2016,GO,520870,GOIÂNIA,-49.255814,-16.673310,4,SIM,,4,,,,,
2016-11-22,NOVEMBRO,2016,GO,520870,GOIÂNIA,-49.255814,-16.673310,1,NÃO,,,,,,,
2017-01-23,JANEIRO,2017,GO,520870,GOIÂNIA,-49.255814,-16.673310,1,SIM,1,,,,,,
2017-02-12,FEVEREIRO,2017,GO,520870,GOIÂNIA,-49.255814,-16.673310,1,NÃO,,,,,,,
2017-02-27,FEVEREIRO,2017,GO,520870,GOIÂNIA,-49.255814,-16.673310,1,NÃO,,,,,,,
2017-03-07,MARÇO,2017,GO,520870,GOIÂNIA,-49.255814,-16.673310,1,SIM,,1,,,,,
2017-03-24,MARÇO,2017,GO,520880,GOIANIRA,-49.428777,-16.503192,1,NÃO,,,,,,,
1999-12-01,DEZEMBRO,1999,GO,520890,GOIÁS,-50.141384,-15.935743,1,NÃO,,,,,,,
S/INFORM,FEVEREIRO,2000,GO,521100,ITAPIRAPUÃ,-50.609163,-15.818862,1,SIM,,,,1,,,
2008-01-01,JANEIRO,2008,GO,521150,ITUMBIARA,-49.220870,-18.417682,1,NÃO,,,,,,,
2008-01-01,JANEIRO,2008,GO,521150,ITUMBIARA,-49.220870,-18.417682,1,SIM,1,,,,,,
2016-01-19,JANEIRO,2016,GO,521170,JANDAIA,-50.148008,-17.049421,2,SIM,,,,2,,,
S/INFORM,MARÇO,2000,GO,521180,JARAGUÁ,-49.330144,-15.753114,1,NÃO,,,,,,,
2017-01-11,JANEIRO,2017,GO,521180,JARAGUÁ,-49.330144,-15.753114,1,SIM,,,,1,,,
2017-02-01,FEVEREIRO,2017,GO,521180,JARAGUÁ,-49.330144,-15.753114,1,NÃO,,,,,,,
2017-02-06,FEVEREIRO,2017,GO,521180,JARAGUÁ,-49.330144,-15.753114,1,NÃO,,,,,,,
2008-01-01,JANEIRO,2008,GO,521190,JATAÍ,-51.720818,-17.886232,1,SIM,1,,,,,,
2007-04-01,ABRIL,2007,GO,521190,JATAÍ,-51.720818,-17.886232,2,SIM,2,,,,,,
2007-05-01,MAIO,2007,GO,521190,JATAÍ,-51.720818,-17.886232,1,SIM,,1,,,,,
2007-05-01,MAIO,2007,GO,521190,JATAÍ,-51.720818,-17.886232,4,SIM,,,,4,,,
2007-05-01,MAIO,2007,GO,521190,JATAÍ,-51.720818,-17.886232,1,SIM,,1,,,,,
2007-05-01,MAIO,2007,GO,521190,JATAÍ,-51.720818,-17.886232,1,SIM,,1,,,,,
2008-04-01,ABRIL,2008,GO,521250,LUZIÂNIA,-47.955720,-16.258541,3,SIM,3,,,,,,
2015-10-07,OUTUBRO,2015,GO,521250,LUZIÂNIA,-47.955720,-16.258541,1,SIM,1,,,,,,
2016-04-14,ABRIL,2016,GO,521250,LUZIÂNIA,-47.955720,-16.258541,1,SIM,,,,1,,,
S/INFORM,JANEIRO,2000,GO,521280,MARA ROSA,-49.179823,-14.008569,1,NÃO,,,,,,,
